 klimnr period   jan    feb    mar    apr    maj    jun    jul    aug    sep    okt    nov    dec   year
   7473  6190   59.8   39.2   47.5   44.9   51.8   64.4   84.8   74.1   83.8   69.5   73.0   65.2  757.8
   7501  6190   48.9   35.8   37.3   39.0   44.1   51.2   68.7   58.4   64.0   53.1   56.9   53.3  610.7
   7504  6190   45.2   34.8   35.0   38.5   44.7   46.1   73.2   55.2   59.1   49.7   51.8   49.6  583.0
   7506  6190   48.2   33.7   37.4   37.9   44.4   52.4   70.4   60.1   66.9   56.6   58.1   52.7  618.7
   7509  6190   49.5   37.4   38.3   41.7   45.2   51.4   69.2   62.5   65.0   53.3   55.8   53.6  623.1
   7510  6190   54.3   39.2   41.5   44.0   48.5   53.5   71.0   62.1   68.2   59.2   63.2   59.0  663.7
   7512  6190   37.5   31.0   30.3   32.8   41.3   45.5   59.2   52.2   55.7   42.1   45.9   42.8  516.3
   7513  6190   56.9   38.1   42.7   41.0   49.9   59.8   83.5   66.6   78.6   67.2   68.5   60.6  712.3
   7514  6190   41.3   30.6   31.2   32.9   43.6   44.2   63.2   58.2   55.1   46.7   48.1   42.9  538.1
   7516  6190   42.6   31.4   32.3   34.4   43.0   45.9   62.6   56.0   56.9   46.9   49.5   46.9  548.4
   7518  6190   55.2   38.5   40.3   41.2   45.6   56.5   71.1   66.7   67.0   59.0   61.5   57.4  660.1
   7519  6190   40.0   29.2   30.8   32.7   38.4   44.7   58.3   52.6   55.4   45.3   46.8   43.9  518.2
   7522  6190   37.9   26.7   29.3   31.3   39.7   46.1   60.4   55.8   58.5   47.7   46.1   41.9  521.5
   7523  6190   42.1   28.9   32.0   34.9   43.3   52.6   67.2   64.4   64.1   52.3   51.4   44.7  577.9
   7524  6190   42.2   32.3   34.3   37.1   44.7   49.8   63.6   60.6   60.2   47.1   48.8   48.9  569.3
   7528  6190   41.9   29.5   35.1   34.7   43.8   59.1   66.2   66.6   68.3   52.4   52.7   44.8  592.0
   7529  6190   43.9   31.0   33.9   34.4   44.1   52.0   64.3   62.8   66.2   52.9   51.8   48.4  585.6
   7531  6190   39.0   28.3   30.0   31.6   43.3   48.7   64.7   59.6   58.5   47.3   45.2   43.1  538.1
   7532  6190   43.2   31.7   34.1   36.1   43.3   51.0   66.1   60.2   62.4   51.1   51.3   48.2  578.7
   7534  6190   43.0   29.9   34.9   35.9   41.1   53.5   63.9   61.2   64.6   52.0   51.0   47.2  580.3
   7538  6190   42.4   33.2   35.7   38.8   43.4   52.5   68.9   64.3   64.8   51.4   51.4   48.4  595.2
   7540  6190   38.8   30.1   31.1   37.9   41.5   50.9   69.4   56.6   58.9   46.0   48.5   47.8  556.5
   7545  6190   43.4   33.7   37.1   38.4   43.8   53.0   78.6   67.4   69.6   55.9   53.6   50.4  622.3
   7548  6190   41.0   29.2   34.6   37.2   41.3   53.3   70.5   65.4   66.3   57.6   52.6   47.9  597.0
   7549  6190   41.6   30.8   33.6   36.0   43.0   50.8   69.3   60.6   62.2   50.9   51.0   47.9  577.7
   7550  6190   42.3   30.7   34.4   35.8   45.0   54.2   68.2   62.7   65.5   54.3   52.6   46.3  592.1
   7552  6190   36.6   26.8   29.5   31.5   37.8   44.4   61.7   53.4   54.5   44.5   45.5   42.2  508.4
   7554  6190   42.2   30.6   34.2   36.1   42.9   51.4   69.9   62.2   64.0   53.1   52.2   48.2  586.9
   7559  6190   37.1   27.3   30.6   33.9   40.2   46.3   71.7   53.5   57.4   48.3   46.7   43.6  536.9
   7561  6190   49.4   32.4   37.6   36.7   45.0   54.5   70.6   59.6   69.0   56.0   57.9   51.8  620.4
   7562  6190   43.2   29.8   32.9   35.5   42.4   49.3   63.9   60.2   61.3   51.4   51.5   46.3  567.9
   7571  6190   41.0   29.6   33.2   35.3   40.5   48.9   64.2   61.9   62.5   52.3   50.6   45.4  565.5
   7600  6190   47.1   36.3   33.9   37.2   39.7   43.3   69.2   54.4   57.7   47.7   53.2   50.6  570.3
   7601  6190   34.1   25.5   26.2   25.9   34.5   35.5   50.1   44.9   50.8   40.1   45.3   38.4  451.1
   7609  6190   44.4   32.2   30.6   34.2   39.6   39.9   56.8   49.5   52.8   44.3   47.8   46.3  518.4
   7616  6190   47.1   33.7   31.5   38.1   39.6   44.4   65.1   54.6   56.2   45.3   48.8   48.2  552.5
   7623  6190   44.7   35.0   34.6   35.9   41.0   51.2   65.7   58.4   60.3   51.5   50.7   51.6  580.5
   7628  6190   44.8   33.1   33.3   35.9   42.8   48.4   64.9   58.4   62.2   48.9   54.2   49.8  576.6
   7631  6190   41.3   31.1   31.0   32.9   40.0   44.7   62.7   54.1   58.1   45.6   48.2   46.9  536.5
   7634  6190   44.5   33.0   34.0   36.5   44.6   51.5   69.7   61.1   64.1   51.0   53.3   50.3  593.5
   7637  6190   45.4   31.9   34.5   34.9   42.3   48.8   71.3   56.9   64.0   50.9   52.0   51.6  584.5
   7638  6190   45.9   35.2   34.6   34.4   40.0   44.7   62.9   52.0   59.7   48.9   53.6   51.7  563.6
   7642  6190   44.6   33.0   35.0   37.1   45.0   51.5   70.4   62.9   64.4   51.6   54.6   51.1  601.1
   7643  6190   43.3   32.3   31.0   33.7   39.7   45.1   66.5   53.6   60.9   46.9   52.5   49.7  555.1
   7647  6190   42.0   30.7   32.4   36.0   43.3   45.1   67.6   49.4   59.9   45.9   53.1   50.8  559.5
   7652  6190   44.8   32.3   36.6   36.0   42.1   47.1   66.5   59.4   60.2   49.8   52.5   50.1  577.3
   7653  6190   39.1   29.8   33.2   33.7   43.8   47.8   72.3   63.6   65.1   51.1   51.4   47.1  577.0
   7654  6190   46.9   33.5   33.7   32.0   34.9   44.5   67.8   52.7   56.4   46.0   50.5   50.7  549.6
   7657  6190   41.0   29.6   31.9   33.2   39.3   46.1   64.7   57.2   57.8   46.7   51.7   47.7  546.7
   7659  6190   44.8   31.6   35.7   36.2   42.9   49.2   72.7   64.6   63.1   49.8   55.0   54.3  599.7
   7661  6190   46.2   33.4   33.1   36.1   42.6   50.9   70.3   56.7   63.4   51.0   56.1   51.5  591.2
   7717  6190   46.2   30.5   33.1   33.2   41.3   36.7   48.9   56.7   62.7   49.6   55.3   50.4  544.5
   7718  6190   31.5   20.8   27.3   23.1   28.8   29.0   39.0   46.4   45.6   33.6   38.1   33.1  396.3
   7721  6190   32.8   23.1   24.5   25.0   30.7   31.2   39.8   43.9   50.0   36.9   45.1   37.7  420.8
   7722  6190   32.0   21.6   24.4   25.0   31.9   31.6   40.0   44.7   49.4   37.2   46.4   36.7  420.2
   7814  6190   52.6   33.3   36.7   29.4   30.9   33.1   50.2   51.6   62.1   54.6   61.5   57.3  553.3
   7823  6190   51.4   31.3   36.2   31.2   32.0   35.2   55.7   56.0   63.2   56.3   64.1   57.1  569.5
   7824  6190   63.3   38.7   43.4   34.4   33.6   33.4   62.9   57.2   60.6   64.9   74.4   70.0  637.8
   7825  6190   43.4   25.6   31.4   27.4   29.4   33.5   46.9   47.6   51.3   49.2   56.0   46.1  487.9
   7826  6190   34.8   21.8   27.9   23.1   26.4   27.9   39.2   43.3   47.0   40.6   48.7   44.7  425.5
   7827  6190   44.6   28.1   33.0   28.1   30.2   33.2   50.3   51.9   56.9   49.4   57.8   50.4  513.8
   7828  6190   35.9   22.0   25.2   21.1   20.9   22.7   36.4   37.3   42.6   37.2   42.6   38.8  382.7
   7831  6190   55.4   30.8   35.2   28.1   30.0   29.2   48.7   49.1   61.7   54.4   65.3   56.5  544.6
   7834  6190   44.0   26.1   30.3   25.7   26.8   29.8   45.6   45.0   51.8   47.9   54.1   47.7  474.9
   7836  6190   46.1   27.7   31.4   28.4   28.5   31.5   51.8   51.6   58.8   52.7   61.5   53.9  524.0
   7839  6190   48.0   27.8   32.4   29.3   28.5   30.5   49.3   49.6   59.3   50.3   57.2   50.9  513.0
   7840  6190   48.0   27.8   32.4   29.3   28.5   30.5   49.3   49.6   59.3   50.3   57.2   50.9  513.0
   7842  6190   57.5   35.6   40.2   32.8   31.9   34.1   60.3   61.0   63.2   57.6   65.8   60.2  600.1
   7843  6190   59.3   37.3   40.7   34.4   33.2   37.1   60.9   58.3   67.5   59.8   69.4   63.1  621.1
   7844  6190   51.1   28.8   34.5   28.2   29.9   29.6   52.0   48.8   56.7   53.5   56.3   52.8  522.3
   7849  6190   50.9   32.5   34.4   32.0   31.5   34.0   63.6   55.1   61.0   54.8   63.9   56.5  570.2
   7854  6190   45.3   25.9   28.3   27.6   28.0   29.9   56.8   49.8   53.3   48.4   55.3   48.7  497.2
   7855  6190   36.2   22.8   24.5   22.4   20.9   22.4   37.8   39.0   42.7   37.7   44.1   39.6  390.0
   7863  6190   46.7   29.7   32.9   27.9   28.4   29.2   50.0   49.8   55.9   48.5   56.8   49.9  505.6
   7952  6190   48.3   29.9   32.3   30.6   29.3   32.1   64.4   52.8   57.1   51.1   60.1   53.6  541.7
   7958  6190   42.9   25.9   28.4   28.0   27.7   31.6   59.6   51.0   56.3   49.9   57.4   50.0  508.7
   8101  6190   56.4   38.9   51.0   42.2   47.7   59.9   62.6   80.5   82.4   86.2   89.6   70.8  768.2
   8104  6190   56.0   39.0   52.0   42.0   48.0   60.0   63.0   80.0   82.0   86.0   90.0   71.0  768.0
   8105  6190   40.2   26.2   34.1   33.5   42.2   47.8   49.2   63.2   64.9   69.7   62.1   46.4  579.6
   8106  6190   40.2   26.2   34.1   33.5   42.2   47.8   49.2   63.2   64.9   69.7   62.1   46.4  579.6
   8113  6190   75.9   50.7   62.0   50.3   55.3   69.6   76.0   88.0   93.5  108.3  106.4   82.1  918.1
   8114  6190   68.6   46.3   58.3   46.1   55.6   65.4   69.6   82.5   89.3  101.4  100.1   76.2  859.3
   8115  6190   53.4   36.0   46.4   39.5   46.1   56.1   57.7   69.9   76.7   83.3   80.1   60.4  705.5
   8117  6190   60.0   43.6   53.5   42.6   50.5   57.8   59.4   72.5   78.2   89.4   85.5   68.0  759.4
   8121  6190   73.7   49.7   59.2   48.4   51.0   62.5   79.6   83.2   90.3   99.4  101.2   76.3  872.8
   8122  6190   47.6   32.3   40.0   36.8   40.9   50.1   51.8   59.5   66.4   76.6   63.8   49.5  617.3
   8131  6190   74.5   50.6   59.9   46.8   55.5   69.0   72.9   88.8   96.4  110.8  105.1   80.6  910.9
   8132  6190   73.9   51.4   60.6   46.2   54.0   68.0   77.3   79.5   93.7  111.1  107.1   77.1  899.8
   8134  6190   65.6   44.6   53.8   47.5   55.0   76.5   76.6   85.2   92.1  105.6   98.1   69.1  869.2
   8138  6190   73.4   50.8   58.5   48.3   53.7   68.2   74.4   81.0   91.4  103.9   99.8   73.9  877.4
   8142  6190   53.1   37.3   47.2   41.6   46.2   55.8   62.9   71.9   74.4   92.6   82.8   60.3  726.1
   8153  6190   73.6   50.3   55.5   48.1   54.6   71.2   75.2   80.7   93.9  106.1  100.1   75.4  888.2
   8154  6190   48.0   32.0   40.0   40.0   43.0   49.0   46.0   65.0   68.0   80.0   69.0   47.0  627.0
   8155  6190   72.6   48.4   54.0   48.5   54.5   70.2   77.3   79.9   91.0  102.6   98.7   71.2  866.2
   8156  6190   64.6   44.1   50.4   44.3   49.9   64.1   64.0   78.4   86.5   97.1   88.2   65.6  797.2
   8157  6190   71.6   48.1   56.8   48.5   55.5   78.8   76.6   86.8   99.1  110.2  102.2   74.9  907.4
   8159  6190   63.4   44.6   47.3   42.2   49.2   63.3   68.5   73.8   81.8   94.0   87.0   65.3  790.0
   8162  6190   49.7   33.2   38.6   32.4   36.9   47.0   48.5   57.1   63.7   71.8   68.2   51.2  598.3
   8163  6190   55.9   34.1   41.9   36.0   43.4   50.8   53.6   63.1   69.2   75.2   75.1   55.3  653.6
   8165  6190   68.9   44.9   53.8   43.2   50.0   69.2   72.2   76.7   88.0  101.8   96.7   72.9  838.1
   8200  6190   59.7   41.8   47.3   43.2   53.6   60.4   70.1   75.7   89.9   96.3   94.4   72.2  806.6
   8201  6190   52.4   35.2   45.1   40.8   44.8   60.1   72.1   70.7   74.8   77.3   71.2   60.2  704.9
   8203  6190   71.3   48.4   58.6   49.2   58.3   73.0   82.3   88.8   96.7  101.5  101.5   80.5  910.0
   8204  6190   73.6   51.1   63.3   50.4   61.1   76.6   80.8   90.2  100.7  109.4  109.4   84.8  951.4
   8206  6190   58.5   40.2   47.8   41.6   47.6   64.6   77.4   75.4   82.7   83.9   86.2   64.9  770.7
   8210  6190   61.3   40.0   48.9   43.1   51.7   65.0   78.1   78.6   87.4   85.5   86.8   68.1  794.6
   8211  6190   59.6   40.3   46.6   42.9   50.6   64.6   74.8   76.0   82.9   81.5   83.6   64.7  768.0
   8216  6190   52.8   35.8   42.1   38.8   48.0   59.2   70.2   71.4   77.8   76.9   77.0   57.9  707.9
   8219  6190   62.8   42.3   49.8   41.5   51.7   58.2   72.3   66.6   80.4   86.5   86.6   67.8  766.4
   8220  6190   51.5   33.4   42.1   35.7   48.4   54.7   65.3   68.1   73.9   80.0   74.1   55.7  682.9
   8223  6190   55.2   37.0   44.9   39.2   48.1   56.3   66.6   65.9   77.2   78.7   80.8   59.1  709.1
   8225  6190   41.9   29.3   34.1   31.8   45.8   53.8   60.5   62.4   70.0   65.8   64.4   43.8  603.6
   8226  6190   41.9   29.3   34.1   31.8   45.8   53.8   60.5   62.4   70.0   65.8   64.4   43.8  603.6
   8236  6190   70.1   48.2   55.7   48.8   59.1   69.7   80.3   84.6   96.2  102.9   99.4   73.5  888.6
   8238  6190   58.1   39.6   45.4   39.4   51.4   55.4   63.1   66.5   80.7   87.7   83.2   60.6  731.2
   8249  6190   79.5   55.8   60.0   51.7   55.4   63.6   75.7   78.5   96.3  110.6  101.8   81.7  910.5
   8250  6190   54.5   39.1   42.6   40.4   49.6   56.9   58.9   67.0   75.9   86.5   82.5   59.3  713.1
   8253  6190   53.5   35.7   41.3   39.0   46.7   56.4   66.1   69.8   76.6   78.8   76.2   56.2  696.2
   8254  6190   63.8   43.1   49.0   42.9   50.6   64.4   69.2   76.8   86.3   96.6   90.8   65.7  799.2
   8259  6190   64.3   44.3   47.6   42.6   46.0   55.7   62.8   61.0   81.7   83.9   81.2   62.9  740.6
   8261  6190   52.4   35.4   43.2   37.1   45.1   56.9   69.3   68.8   74.9   75.6   75.5   59.8  693.8
   8262  6190   63.0   41.8   48.6   42.8   53.6   62.9   74.0   74.0   84.9   87.4   88.1   66.7  787.8
   8264  6190   58.4   39.5   43.6   38.4   49.4   55.1   65.4   66.8   79.0   84.6   81.3   60.8  722.3
   8265  6190   71.0   49.0   56.0   50.0   61.0   77.0   84.0   92.0  100.0  107.0  105.0   76.0  929.0
   8305  6190   47.9   30.1   35.6   38.0   49.3   58.9   75.9   69.9   78.1   70.8   68.2   55.5  678.3
   8309  6190   49.7   32.2   37.1   42.3   47.9   51.7   74.0   71.2   72.3   63.3   67.8   54.7  666.2
   8311  6190   42.0   28.5   32.8   34.8   44.2   50.6   66.1   65.1   66.5   59.7   58.5   46.4  595.2
   8313  6190   38.2   26.9   32.5   30.1   41.7   52.2   68.3   62.4   67.5   62.4   61.3   44.9  588.2
   8317  6190   45.4   30.2   33.7   35.5   48.2   51.1   63.9   63.9   65.1   61.5   58.8   49.7  607.1
   8319  6190   37.2   24.8   29.8   29.7   39.5   49.0   59.8   61.0   62.5   59.0   56.8   41.3  550.5
   8321  6190   37.2   24.0   29.6   29.5   41.1   50.7   62.7   62.3   64.6   60.7   56.7   39.2  558.3
   8322  6190   36.1   24.1   29.7   31.6   41.0   51.4   63.3   65.5   64.3   58.6   56.5   41.4  562.5
   8323  6190   48.3   33.6   35.9   39.2   49.5   49.0   64.5   69.3   67.9   70.2   70.7   54.2  652.1
   8325  6190   58.5   39.7   42.3   44.9   55.8   59.7   76.8   82.2   79.4   76.4   78.6   62.7  757.0
   8327  6190   39.7   26.1   30.3   34.0   40.6   49.6   58.0   64.0   62.1   56.6   55.9   45.1  563.6
   8328  6190   45.2   33.6   34.2   39.5   47.1   52.8   63.2   71.5   68.0   67.4   64.5   52.3  639.3
   8329  6190   38.8   27.1   31.5   32.8   41.2   47.3   60.8   63.0   61.9   60.0   58.9   44.5  567.8
   8330  6190   37.9   24.7   27.6   32.2   43.3   51.1   64.3   63.0   56.8   52.7   50.7   41.8  546.1
   8332  6190   45.9   29.6   34.0   33.0   44.7   50.3   60.0   64.7   62.0   63.8   64.9   47.7  601.2
   8334  6190   42.3   30.5   33.1   35.0   43.3   47.0   61.0   64.6   64.5   64.9   63.0   48.0  598.4
   8335  6190   35.6   25.4   29.6   33.4   41.6   46.7   58.1   64.0   61.8   59.5   56.3   42.9  555.6
   8337  6190   44.9   29.4   31.2   35.0   46.5   45.9   60.6   68.1   64.1   65.2   64.5   48.8  604.1
   8340  6190   42.0   29.2   32.5   34.7   43.5   46.7   63.3   65.9   67.8   65.6   63.7   45.3  600.2
   8342  6190   36.6   25.2   28.4   29.9   37.5   42.4   54.1   56.9   58.1   56.2   54.7   40.0  520.0
   8343  6190   37.8   24.3   27.3   31.5   36.8   43.3   58.2   62.2   59.4   54.3   54.1   40.0  529.1
   8344  6190   37.2   26.3   28.3   33.1   39.3   43.0   57.6   61.7   59.8   54.5   56.8   40.4  540.0
   8354  6190   44.4   31.2   33.9   35.0   40.7   46.8   61.1   66.5   64.8   67.7   60.5   46.6  599.1
   8361  6190   42.0   29.0   34.0   36.0   44.0   54.0   68.0   68.0   68.0   62.0   60.0   48.0  613.0
   8363  6190   48.8   35.2   38.0   40.6   51.2   55.0   70.6   77.0   72.9   72.4   70.6   55.6  687.9
   8364  6190   40.0   28.0   32.0   33.0   44.0   54.0   64.0   68.0   69.0   64.0   62.0   45.0  601.0
   8372  6190   40.9   28.5   30.8   33.1   41.9   47.0   62.5   61.0   64.0   57.6   56.0   45.9  569.1
   8402  6190   41.0   28.1   33.5   33.7   41.2   51.5   68.4   57.7   62.4   50.7   51.3   46.5  566.1
   8404  6190   40.4   27.2   33.1   39.5   41.9   54.0   70.9   65.3   67.1   57.6   54.1   47.3  598.4
   8405  6190   28.2   19.2   22.8   25.5   30.8   37.0   48.4   46.5   47.3   39.0   37.7   31.4  413.9
   8406  6190   30.8   19.2   26.2   32.0   38.9   46.5   60.5   60.1   58.2   43.4   41.0   33.3  486.8
   8407  6190   54.2   37.8   43.3   43.0   53.1   59.4   81.3   77.1   82.8   72.5   69.2   58.1  731.9
   8408  6190   54.2   36.5   42.0   44.4   53.9   61.9   79.8   78.8   80.5   70.0   69.3   59.4  730.8
   8414  6190   37.8   25.9   31.5   34.9   39.1   50.0   59.2   59.3   61.8   55.1   50.9   44.8  550.2
   8418  6190   35.1   23.6   27.2   29.0   42.4   44.2   66.0   58.0   60.6   52.4   48.5   36.7  523.7
   8419  6190   35.9   24.1   29.4   30.8   35.8   49.3   61.0   63.8   56.0   50.3   48.0   39.8  524.1
   8420  6190   38.8   26.8   29.9   29.8   43.4   47.7   62.8   63.3   62.9   56.0   56.1   40.7  558.3
   8421  6190   33.7   23.0   26.8   29.6   34.9   41.5   54.6   54.1   54.4   46.9   45.4   38.7  483.5
   8427  6190   32.6   20.7   23.7   28.7   33.6   40.0   55.8   59.3   54.4   47.1   44.7   36.6  477.1
   8431  6190   37.2   25.8   30.6   36.4   46.6   54.5   63.7   76.1   65.6   62.8   58.7   41.7  599.7
   8439  6190   39.2   27.6   30.0   36.6   45.1   50.9   57.6   75.5   60.3   57.9   57.5   44.0  582.2
   8447  6190   53.4   36.5   39.5   42.2   49.7   61.0   71.3   76.5   72.6   64.1   71.3   57.8  695.8
   8449  6190   50.9   38.3   39.2   43.6   45.8   52.9   69.8   76.6   70.6   68.3   70.3   57.9  684.1
   8452  6190   47.5   33.0   35.6   39.5   44.3   54.5   66.1   73.2   68.6   63.4   65.5   52.4  643.7
   8453  6190   53.9   38.0   40.1   44.7   47.5   59.4   72.1   81.2   73.6   70.9   73.4   59.5  714.5
   8458  6190   47.2   37.3   36.1   41.8   44.2   58.2   74.8   78.0   72.6   68.4   68.2   54.2  681.1
   8459  6190   43.2   29.5   32.2   38.0   39.9   52.7   57.5   71.7   64.1   61.0   60.9   47.5  598.2
   8460  6190   56.7   41.1   40.8   44.5   45.7   60.9   68.7   81.4   73.8   67.1   73.0   62.6  715.2
   8462  6190   42.1   29.3   32.9   35.9   43.9   50.8   65.3   70.5   65.2   63.1   59.7   47.5  606.5
   8463  6190   37.0   25.6   28.7   31.5   39.3   45.4   57.4   64.4   56.4   55.6   52.2   42.1  535.4
   8464  6190   42.0   29.0   31.0   34.0   40.0   47.0   61.0   66.0   62.0   59.0   58.0   46.0  576.0
   8465  6190   41.1   28.9   31.1   36.3   42.1   48.5   60.6   72.1   62.1   58.7   58.6   45.1  585.2
   8471  6190   39.9   27.1   30.9   34.1   42.3   48.0   60.9   67.8   61.5   59.7   57.2   45.3  574.6
   8504  6190   38.4   28.4   31.8   33.1   38.8   49.1   65.5   60.8   59.6   51.9   46.6   44.6  547.4
   8505  6190   37.5   26.7   30.3   31.8   37.5   46.4   62.5   55.9   56.9   47.9   47.7   43.0  524.0
   8506  6190   39.7   27.9   31.2   34.5   39.2   49.4   68.3   60.4   60.8   50.7   49.5   44.8  556.4
   8507  6190   44.7   33.2   35.9   36.7   40.1   54.5   73.3   65.2   63.2   54.9   55.7   52.2  609.7
   8508  6190   43.5   32.2   35.8   37.9   42.6   48.5   70.6   64.7   62.6   55.4   56.0   50.8  600.5
   8513  6190   41.9   29.3   35.4   35.4   41.8   48.5   74.7   65.8   59.7   51.0   53.0   50.3  586.8
   8516  6190   38.2   27.5   31.6   33.3   38.2   48.1   72.6   62.6   56.3   47.7   49.5   47.4  553.0
   8519  6190   38.9   27.6   31.2   33.6   38.5   48.1   66.8   61.1   59.6   48.7   50.7   45.0  549.9
   8521  6190   35.3   24.9   28.8   31.3   36.4   47.7   62.0   60.9   57.7   47.5   46.5   41.5  519.2
   8522  6190   37.1   26.3   29.3   34.5   38.9   45.9   65.6   61.4   59.0   47.1   48.2   44.2  537.5
   8523  6190   28.6   21.3   24.3   29.3   33.8   42.2   63.8   60.1   54.5   41.3   41.2   35.4  475.8
   8524  6190   35.4   23.8   28.5   31.0   37.5   44.5   65.7   61.1   58.8   44.3   46.0   39.3  515.9
   8525  6190   41.0   27.1   33.6   34.2   36.8   49.3   71.8   70.4   61.2   46.0   52.2   46.8  570.3
   8526  6190   34.9   19.6   25.3   30.3   32.8   44.1   60.9   64.9   53.6   43.1   43.7   36.5  489.7
   8527  6190   35.4   23.8   28.5   31.0   37.5   44.5   65.7   61.1   58.8   44.3   46.0   39.3  515.9
   8528  6190   38.4   26.9   29.2   34.8   36.8   48.4   65.9   60.9   57.7   44.4   47.6   43.9  534.7
   8533  6190   38.7   25.7   29.1   30.7   35.5   39.3   55.8   55.8   54.3   49.9   51.2   44.2  511.5
   8535  6190   41.6   30.1   32.8   35.9   38.6   51.0   68.6   63.9   61.6   52.3   55.3   48.4  580.0
   8543  6190   45.4   32.1   33.9   38.0   38.1   52.5   67.9   67.1   61.5   53.9   59.8   51.6  602.1
   8544  6190   52.2   36.5   39.2   42.7   39.8   53.1   67.6   71.1   71.3   67.1   68.0   58.1  666.9
   8545  6190   58.2   40.7   42.1   47.3   44.5   56.5   70.7   74.1   72.0   73.3   73.1   64.8  715.8
   8546  6190   43.9   30.8   33.5   36.6   39.5   49.1   63.9   66.1   63.7   57.7   59.0   49.4  593.0
   8549  6190   55.6   38.8   41.4   43.1   43.7   56.1   70.1   73.4   72.0   71.4   72.4   61.6  699.5
   8552  6190   80.5   58.7   63.6   66.7   52.1   67.9   80.6   82.6   86.0   82.6   93.7   86.0  901.0
   8553  6190   41.9   31.2   32.1   37.1   37.7   53.4   71.5   64.5   64.3   53.7   58.3   49.9  595.7
   8554  6190   46.9   33.1   36.1   38.7   38.0   51.9   64.0   68.3   63.4   57.3   59.9   53.1  610.7
   8555  6190   47.7   34.9   35.8   40.5   40.5   53.5   67.6   70.1   69.3   61.9   64.3   54.9  641.0
   8562  6190   42.1   29.1   33.7   36.6   43.0   50.1   70.6   65.1   64.6   54.7   54.6   48.1  592.1
   8563  6190   45.3   30.2   33.0   37.6   39.3   48.1   66.0   66.0   64.2   60.1   60.3   52.2  602.3
   8565  6190   46.0   33.0   36.0   40.0   44.0   56.0   74.0   73.0   70.0   62.0   64.0   52.0  650.0
   8566  6190   51.3   36.3   38.0   42.4   42.8   56.3   74.1   70.3   71.6   66.1   67.2   57.5  673.9
   8571  6190   37.1   25.2   29.7   33.0   37.8   45.5   62.9   61.0   58.8   49.1   48.8   43.4  532.4
   8572  6190   41.8   31.7   32.7   36.5   38.8   51.7   70.0   65.3   63.6   54.6   58.0   49.8  594.4
   8609  6190   41.7   29.5   32.7   34.9   39.6   46.5   70.5   61.0   59.8   49.7   55.6   49.0  570.6
   8612  6190   41.4   29.5   31.2   34.7   39.6   47.1   69.5   62.7   61.8   48.4   54.1   46.9  569.8
   8616  6190   41.9   29.7   32.9   36.1   39.6   53.8   71.2   60.3   61.6   49.8   51.9   49.0  577.9
   8617  6190   37.5   26.9   29.6   32.0   35.8   46.4   63.8   55.3   55.0   44.9   47.4   44.0  518.6
   8620  6190   51.2   37.7   39.8   39.6   43.4   52.9   71.9   62.9   69.5   56.8   63.8   57.0  644.5
   8622  6190   42.3   30.7   33.1   35.5   39.0   49.4   68.7   62.8   61.7   50.5   56.1   49.1  578.9
   8626  6190   41.3   29.8   33.3   35.3   38.8   52.4   70.1   63.7   62.2   51.4   52.7   50.0  581.0
   8627  6190   39.4   29.0   32.0   33.7   37.3   47.5   64.0   60.3   58.1   47.7   55.1   45.8  550.0
   8629  6190   44.4   31.7   33.1   37.7   39.6   52.4   74.8   63.1   63.3   49.1   55.6   49.3  594.2
   8630  6190   41.9   30.1   31.1   33.4   36.5   46.7   62.3   62.0   61.1   49.6   55.8   46.4  556.8
   8633  6190   35.2   26.6   28.2   31.8   34.0   42.4   61.5   66.4   61.1   48.1   53.2   40.3  528.8
   8634  6190   32.4   23.7   26.3   28.8   31.4   42.8   56.8   51.7   50.6   41.9   44.6   38.8  469.6
   8635  6190   33.8   24.8   26.7   30.6   34.5   46.8   60.7   59.1   55.0   45.1   48.3   40.9  506.3
   8636  6190   31.7   23.1   27.3   29.7   36.4   49.7   61.9   59.0   55.3   47.3   47.7   38.9  508.2
   8637  6190   35.3   25.7   27.8   31.6   36.2   49.7   63.8   57.8   57.3   48.7   48.7   41.6  524.2
   8641  6190   42.0   31.5   35.7   38.6   38.4   58.2   74.9   65.4   67.4   53.7   58.7   52.2  616.6
   8642  6190   41.9   31.3   34.3   37.4   40.5   55.8   73.7   67.1   66.3   55.5   59.3   51.1  614.2
   8645  6190   41.0   31.0   31.6   35.8   36.5   49.7   66.4   57.3   61.4   54.9   58.7   52.3  577.4
   8647  6190   40.0   32.2   33.8   35.6   37.9   51.2   71.1   64.1   61.8   54.1   58.4   48.5  588.6
   8648  6190   40.8   27.0   28.2   32.2   33.1   46.0   66.4   58.4   56.7   50.8   56.2   49.0  544.9
   8651  6190   41.1   31.0   32.5   35.7   39.1   51.8   69.9   64.1   64.0   54.4   58.1   50.4  592.0
   8652  6190   36.6   26.7   26.6   30.9   34.7   45.0   62.5   54.4   58.4   48.1   50.4   45.4  519.6
   8659  6190   38.8   30.0   29.6   32.9   39.4   48.8   67.4   64.2   61.5   49.5   54.9   49.1  565.9
   8661  6190   48.6   35.1   39.6   40.1   46.3   54.8   79.5   69.1   69.4   56.8   62.9   57.4  659.6
   8714  6190   39.4   28.0   30.0   30.0   32.6   38.9   52.3   50.2   50.8   43.0   48.2   42.0  485.4
   8715  6190   45.8   32.3   32.5   34.2   36.3   42.1   56.2   54.4   55.7   47.8   53.6   47.1  540.0
