 klimnr period   jan    feb    mar    apr    maj    jun    jul    aug    sep    okt    nov    dec   year
   8740  6190   34.4   25.7   27.0   28.7   32.3   42.6   54.2   55.5   53.2   45.4   52.1   40.1  494.0
   8744  6190   30.2   20.2   20.8   23.3   22.4   29.7   40.4   41.6   40.2   37.4   43.1   36.1  385.3
   8745  6190   35.4   22.4   22.9   27.7   26.0   32.0   41.2   45.7   47.7   42.0   49.6   40.9  433.4
   8751  6190   38.3   25.3   28.8   29.0   33.1   48.2   59.3   55.5   58.6   54.6   57.2   45.1  533.0
   8753  6190   42.5   31.9   31.7   30.4   35.7   51.4   68.8   62.3   62.5   54.5   61.5   52.8  586.0
   8754  6190   40.3   28.7   30.8   30.7   33.0   48.6   63.5   57.8   58.5   54.9   60.6   51.2  558.6
   8755  6190   42.9   28.6   32.2   31.8   33.3   44.0   65.4   59.9   60.5   54.4   61.0   53.2  567.2
   8756  6190   41.1   28.3   29.4   31.3   32.9   46.2   64.1   59.2   58.1   53.6   59.1   49.3  552.4
   8757  6190   42.8   28.7   29.7   30.8   29.0   42.4   60.3   57.8   54.6   55.5   62.7   52.1  546.5
   8758  6190   37.5   27.3   27.6   30.8   34.0   43.1   69.1   56.5   60.3   56.3   60.2   47.8  550.6
   8759  6190   50.6   35.1   35.9   35.6   33.5   46.3   64.9   67.4   58.2   57.9   68.5   62.6  616.4
   8857  6190   32.5   22.9   22.8   25.3   23.3   34.9   45.7   51.1   43.1   40.9   47.6   40.2  430.3
   8858  6190   36.9   24.1   26.9   28.4   27.0   36.3   54.0   52.0   48.9   47.3   54.3   45.8  481.9
   8923  6190   43.1   28.8   27.0   29.9   24.4   27.0   51.2   50.6   51.9   47.7   61.6   50.3  493.4
   8924  6190   46.8   31.2   29.3   32.4   26.5   29.3   55.5   55.0   56.3   51.8   66.9   54.7  535.7
   9113  6190   56.6   40.3   45.1   42.0   45.5   60.9   64.4   77.9   84.7   85.9   78.0   55.0  735.2
   9137  6190   56.5   40.2   47.3   43.3   51.4   73.0   75.9   85.7   90.0   93.0   79.8   58.1  794.1
   9152  6190   53.9   37.5   42.1   43.4   49.0   67.6   75.5   83.1   82.0   85.6   77.4   56.4  753.5
   9162  6190   59.0   41.0   46.0   43.0   50.0   65.0   70.0   81.0   84.0   89.0   83.0   61.0  772.0
   9166  6190   54.7   37.9   44.4   44.8   54.8   72.8   80.9   84.3   89.5   87.4   79.2   57.2  787.6
   9203  6190   63.5   43.2   47.4   43.2   50.3   58.0   69.1   75.8   82.1   90.1   86.5   65.9  775.0
   9204  6190   58.8   40.6   45.8   41.3   47.5   60.6   66.0   74.0   81.2   88.4   81.8   60.0  746.0
   9210  6190   50.5   35.3   41.0   36.0   46.9   52.0   61.4   71.5   76.7   79.0   75.3   57.1  682.8
   9211  6190   71.0   48.5   52.8   47.6   52.9   67.0   74.3   82.0   89.5   97.5   93.6   68.7  845.5
   9212  6190   62.2   42.9   47.8   44.2   49.3   62.9   66.8   79.9   86.2   88.0   87.8   63.3  781.3
   9213  6190   52.2   37.1   41.4   38.1   42.6   55.9   59.3   70.1   76.3   78.8   72.4   52.1  676.5
   9217  6190   59.0   40.2   44.8   44.0   48.1   64.0   72.6   71.6   83.4   88.2   80.8   56.8  753.4
   9221  6190   54.3   39.2   42.8   43.2   46.7   58.1   67.8   70.8   80.3   82.0   80.4   57.1  722.7
   9226  6190   56.8   40.7   45.2   44.3   49.5   66.1   71.0   75.2   81.4   82.4   84.7   58.9  756.4
   9237  6190   43.6   30.4   36.5   37.8   43.6   54.2   61.2   70.6   69.4   69.1   65.9   49.0  631.3
   9240  6190   43.5   30.8   31.5   37.6   44.6   62.0   71.6   80.8   73.5   71.5   64.3   44.5  656.0
   9241  6190   41.7   29.4   33.9   34.7   41.1   52.8   59.5   64.4   66.0   64.0   62.0   44.3  593.7
   9246  6190   46.4   31.9   35.7   38.3   47.5   59.0   65.4   73.3   75.6   72.4   65.9   46.8  658.2
   9248  6190   48.2   33.2   38.4   39.8   48.2   63.8   70.3   78.1   78.7   78.6   70.2   49.6  697.1
   9249  6190   56.5   39.3   45.2   44.8   55.6   70.8   78.7   84.9   89.8   87.6   79.6   56.3  789.1
   9253  6190   51.6   34.4   41.0   40.9   52.3   67.4   75.4   79.5   81.8   80.0   71.8   53.1  729.0
   9254  6190   50.4   34.8   38.9   41.5   54.8   66.6   68.4   70.8   81.3   74.1   72.3   52.8  706.7
   9256  6190   51.1   35.7   41.7   46.1   51.9   67.4   79.3   81.0   81.8   82.0   78.3   54.7  751.1
   9271  6190   49.3   33.8   39.8   40.7   49.0   66.4   73.6   81.7   81.1   79.1   72.2   52.0  718.7
   9308  6190   39.6   27.0   30.9   33.0   36.9   47.4   54.3   65.3   58.7   57.7   58.4   44.4  553.5
   9320  6190   46.5   32.6   37.9   38.8   44.4   55.9   64.3   73.9   73.1   71.2   72.5   50.7  661.8
   9321  6190   45.3   30.6   38.6   37.6   40.9   54.3   62.0   72.7   68.0   69.5   69.7   50.6  639.8
   9322  6190   45.3   32.5   38.5   38.2   42.3   56.0   63.2   72.2   73.1   68.2   72.5   51.2  653.5
   9324  6190   45.9   33.0   39.0   38.1   45.3   47.4   63.5   77.0   72.4   75.5   70.9   49.3  654.5
   9325  6190   46.1   32.8   38.8   39.0   43.9   56.3   65.4   76.1   73.0   70.7   72.6   50.7  665.3
   9331  6190   46.2   32.4   37.5   38.7   42.2   56.6   67.3   72.5   70.7   66.6   68.4   50.6  649.7
   9332  6190   49.7   34.5   42.0   42.4   48.0   59.8   63.6   77.2   77.8   75.4   75.6   54.4  700.1
   9334  6190   60.9   41.3   49.6   50.1   52.4   71.6   85.1   92.0   88.9   86.2   89.3   65.7  832.9
   9335  6190   46.6   34.8   39.6   40.8   47.5   58.0   69.5   80.1   76.8   75.1   72.7   51.9  693.2
   9336  6190   52.0   37.0   41.0   44.0   49.0   63.0   74.0   81.0   79.0   74.0   75.0   57.0  724.0
   9337  6190   45.9   33.1   40.3   39.8   44.7   57.7   67.1   77.7   72.2   72.6   70.6   54.8  676.6
   9343  6190   55.4   39.4   46.2   47.0   50.0   70.2   79.0   85.8   86.7   80.8   83.4   62.1  786.0
   9344  6190   46.1   31.6   37.0   44.0   50.2   64.5   76.7   85.3   74.7   75.5   72.1   51.5  712.1
   9350  6190   43.7   30.7   37.0   40.4   45.5   61.0   75.8   76.9   76.8   67.2   70.9   48.2  674.0
   9352  6190   46.3   32.5   37.6   41.4   47.7   62.4   74.4   76.0   75.1   71.9   69.9   50.0  685.4
   9358  6190   46.5   33.3   38.6   39.0   44.2   61.4   77.1   76.3   74.9   72.6   69.3   50.3  685.1
   9363  6190   48.8   33.9   40.3   41.0   44.7   61.4   70.2   78.0   75.9   72.1   72.5   54.3  693.2
   9364  6190   53.8   36.9   45.0   45.4   48.7   68.0   78.3   85.3   84.2   83.1   84.6   60.9  774.2
   9371  6190   43.4   30.3   37.4   37.0   41.7   54.2   61.5   72.4   69.0   67.7   67.4   50.3  632.3
   9372  6190   45.6   32.8   39.4   39.6   42.5   55.0   64.4   75.1   71.7   70.1   70.2   50.4  656.9
   9405  6190   49.3   33.2   35.3   41.3   46.1   59.9   72.0   80.4   74.4   70.4   70.8   54.3  687.3
   9407  6190   52.6   36.0   39.0   40.7   44.2   59.6   76.0   77.1   73.4   69.4   72.3   62.1  702.2
   9414  6190   52.0   34.7   39.7   42.2   44.4   64.7   72.8   74.2   74.0   70.4   70.7   56.6  696.4
   9415  6190   52.8   36.6   38.9   41.1   45.3   58.4   76.1   77.5   76.7   69.5   73.7   54.9  701.4
   9416  6190   45.7   29.9   33.4   40.3   43.7   64.1   74.4   73.0   74.7   66.4   66.4   52.9  665.0
   9417  6190   53.4   37.9   39.3   43.8   46.2   57.8   76.2   76.7   76.6   73.9   74.4   58.2  714.4
   9418  6190   47.7   32.8   38.9   39.3   41.7   54.8   63.3   75.3   72.5   69.2   68.7   54.6  658.8
   9419  6190   52.5   37.0   39.1   42.3   46.2   59.7   78.3   78.7   77.5   69.4   73.1   55.3  709.0
   9420  6190   48.7   34.0   37.2   40.2   43.3   56.6   71.3   75.2   72.4   66.6   68.9   52.6  667.0
   9423  6190   60.3   39.3   43.5   45.5   47.2   60.0   74.4   78.7   77.9   76.2   80.4   63.4  746.8
   9430  6190   58.2   37.8   44.7   44.9   49.4   62.9   80.3   87.5   91.1   80.7   85.3   63.5  783.8
   9432  6190   60.4   40.1   45.5   44.5   44.6   65.0   74.8   85.2   84.1   76.2   86.1   64.9  771.5
   9433  6190   58.5   39.6   44.0   49.1   49.5   64.0   94.0   83.9   86.1   79.5   82.1   63.9  794.2
   9437  6190   53.8   36.2   42.5   43.4   46.1   64.8   77.9   80.9   77.0   73.2   79.1   57.7  732.6
   9439  6190   51.4   35.9   41.4   43.7   46.9   63.4   80.7   82.0   78.8   72.7   74.8   55.3  727.1
   9440  6190   57.4   38.1   45.2   44.7   45.9   68.8   84.0   79.9   79.4   76.8   82.3   62.4  764.9
   9441  6190   54.0   36.7   42.9   43.1   43.3   68.5   79.2   80.7   76.7   72.8   78.9   61.7  738.4
   9442  6190   50.7   35.1   41.2   44.3   45.1   64.3   80.2   82.1   74.7   70.5   74.3   55.7  718.1
   9443  6190   53.9   38.4   45.2   45.0   44.2   66.9   78.6   80.7   79.6   75.4   80.2   60.3  748.4
   9445  6190   54.1   36.6   43.1   42.9   45.5   62.0   83.9   80.1   78.2   72.3   76.0   56.4  731.1
   9453  6190   53.6   40.4   42.3   42.6   46.8   68.4   79.8   82.0   79.6   76.1   75.3   58.1  744.9
   9455  6190   56.5   40.9   45.1   48.2   50.0   72.1   90.0   86.3   84.1   79.2   81.0   61.5  794.9
   9457  6190   54.0   37.9   43.1   47.5   51.6   71.3   89.7   90.3   85.0   79.7   80.6   59.5  790.2
   9458  6190   50.5   38.1   39.5   45.0   47.4   67.5   85.2   84.6   74.6   70.1   73.1   55.9  731.3
   9459  6190   60.7   41.2   49.4   49.2   51.9   74.3   87.8   90.1   87.7   82.5   84.6   65.4  822.6
   9461  6190   50.1   35.2   36.2   39.3   41.2   54.8   69.1   71.6   69.3   65.3   67.8   54.5  654.6
   9466  6190   58.8   43.3   46.8   50.8   54.1   76.2   92.6   97.1   89.7   81.4   83.5   62.8  837.0
   9502  6190   44.8   32.6   33.1   37.4   39.5   51.8   65.4   69.2   65.4   58.0   60.8   51.5  609.5
   9504  6190   47.2   34.3   33.4   37.3   38.5   50.2   69.6   71.0   71.1   61.8   63.1   51.1  628.6
   9505  6190   43.4   33.8   34.5   39.8   42.6   53.6   65.0   69.4   68.2   58.3   60.4   50.6  619.7
   9509  6190   41.0   29.7   31.0   34.6   37.1   48.5   64.3   63.4   60.8   55.4   54.2   45.7  565.6
   9510  6190   40.5   29.6   30.5   34.1   37.1   48.3   66.1   62.5   62.7   53.1   55.5   44.0  564.0
   9513  6190   42.0   29.9   31.0   33.9   37.1   47.6   63.5   62.9   62.6   54.8   57.8   44.2  567.3
   9516  6190   45.3   33.8   32.6   37.9   42.6   51.4   76.5   68.9   73.0   57.4   59.5   46.4  625.3
   9520  6190   41.7   30.6   33.7   35.4   38.8   48.9   72.4   64.2   64.9   58.9   57.0   45.2  591.7
   9523  6190   39.0   28.4   31.0   35.5   38.0   51.3   70.5   64.8   64.5   54.3   55.9   44.2  577.3
   9524  6190   48.8   35.0   38.8   41.1   43.7   57.7   69.8   79.6   73.8   66.4   66.7   52.5  680.6
   9525  6190   40.9   30.2   32.2   38.2   42.7   58.2   76.7   70.0   69.6   59.9   62.7   46.2  627.5
   9529  6190   30.6   23.2   26.9   32.0   36.1   51.8   71.6   63.8   66.7   51.0   49.8   39.4  543.0
   9532  6190   39.6   29.2   32.4   35.6   39.0   54.3   69.5   64.8   64.6   55.3   57.5   44.1  591.1
   9535  6190   49.5   34.8   37.4   39.6   44.9   60.8   79.1   72.7   75.6   64.1   68.6   53.1  680.3
   9536  6190   43.2   31.1   35.6   38.9   41.0   57.5   78.8   69.7   68.4   57.2   59.6   47.7  628.7
   9538  6190   47.6   34.1   36.7   40.1   43.8   59.6   78.2   73.7   73.8   63.3   66.6   51.0  668.5
   9544  6190   53.2   37.6   42.1   45.6   48.1   66.1   81.4   83.7   82.1   72.3   80.5   55.5  748.1
   9549  6190   54.9   38.9   41.6   44.6   46.5   64.5   83.4   78.0   78.8   64.0   71.5   56.5  723.3
   9550  6190   50.3   35.5   37.7   42.7   44.6   63.2   82.7   80.6   73.7   63.2   66.2   52.9  693.1
   9551  6190   51.6   36.4   39.5   43.2   45.0   60.7   76.1   79.4   75.6   67.2   72.4   56.5  703.4
   9552  6190   47.2   34.5   39.0   40.7   46.3   62.0   75.5   77.3   71.7   64.2   69.2   51.5  679.0
   9553  6190   60.4   46.0   49.8   51.9   53.8   77.6   89.8   91.8   84.6   78.6   86.2   64.6  833.0
   9561  6190   44.0   32.0   34.0   38.0   42.0   56.0   74.0   70.0   69.0   59.0   61.0   50.0  628.0
   9562  6190   48.4   34.9   35.8   40.1   43.7   55.5   76.2   74.3   74.5   62.3   65.6   50.1  661.4
   9564  6190   47.0   33.0   37.0   41.0   44.0   62.0   81.0   77.0   74.0   64.0   65.0   52.0  676.0
   9571  6190   40.0   31.0   31.0   34.0   41.0   51.0   74.0   66.0   65.0   53.0   57.0   51.0  593.0
   9600  6190   36.6   29.0   30.1   33.8   39.0   47.9   66.6   64.8   62.5   50.8   53.7   47.4  562.7
   9601  6190   38.0   28.0   29.2   31.4   35.4   48.3   63.7   57.5   60.4   52.5   55.8   47.6  547.8
   9602  6190   41.1   31.0   33.7   33.0   35.6   48.3   66.3   59.6   60.1   51.4   56.5   50.8  567.6
   9603  6190   41.7   33.0   33.2   36.4   39.0   53.4   68.9   63.8   62.1   52.2   57.2   51.1  592.0
   9604  6190   36.3   27.5   28.9   31.2   35.0   45.9   63.0   57.6   57.0   48.3   51.6   44.6  526.8
   9610  6190   29.7   22.7   25.6   30.2   37.8   47.6   58.8   63.7   56.4   45.8   47.9   37.0  503.2
   9611  6190   39.2   29.2   30.9   34.6   38.7   50.4   69.6   63.2   62.9   53.7   55.4   46.6  574.4
   9612  6190   42.6   31.0   33.1   35.4   35.9   53.3   65.3   67.5   59.9   56.0   59.4   51.3  590.6
   9614  6190   42.7   31.2   33.7   36.8   39.7   55.2   75.7   69.6   66.7   59.1   60.7   51.0  622.2
   9617  6190   40.5   29.9   31.8   35.5   39.0   53.1   71.2   66.2   63.9   55.3   56.9   46.5  589.8
   9620  6190   33.7   25.1   27.2   31.5   33.9   46.0   65.7   56.6   55.8   47.0   46.4   40.1  510.8
   9621  6190   40.2   29.6   32.1   36.0   39.6   53.2   73.6   65.3   66.8   57.0   56.8   45.8  589.2
   9623  6190   36.1   27.8   29.1   34.1   35.3   49.5   71.1   68.2   63.6   54.4   51.6   42.0  563.0
   9624  6190   34.5   25.1   26.7   29.6   32.2   44.6   64.1   58.7   55.1   49.2   49.2   40.4  509.4
   9631  6190   42.2   31.6   33.0   37.3   37.3   53.8   72.5   65.7   65.6   56.6   56.2   46.7  605.6
   9633  6190   37.3   26.7   29.8   29.9   35.7   53.7   77.1   64.1   68.8   54.1   53.2   38.3  568.4
   9635  6190   32.3   23.7   26.7   30.6   35.4   50.0   71.9   69.0   60.7   52.4   49.9   36.3  539.0
   9637  6190   40.0   29.2   32.3   34.9   39.6   54.4   75.3   71.5   67.4   56.5   56.5   44.7  602.4
   9639  6190   38.3   29.0   30.1   31.5   37.7   50.8   70.2   63.0   62.0   53.2   52.2   42.7  560.7
   9641  6190   39.9   28.6   31.0   33.0   35.9   49.9   71.6   65.9   66.2   56.1   56.5   44.4  578.9
   9642  6190   47.3   33.3   38.1   39.5   41.8   55.1   73.7   73.9   69.1   62.7   63.8   51.5  649.8
   9643  6190   45.6   30.7   35.4   38.3   40.4   52.5   72.9   71.3   69.5   59.8   63.6   49.9  630.2
   9644  6190   44.3   32.4   33.8   37.0   40.2   58.6   79.1   71.7   69.7   61.2   61.6   49.0  637.2
   9646  6190   38.0   29.0   30.0   31.0   38.0   51.0   70.0   63.0   62.0   53.0   52.0   43.0  561.0
   9648  6190   30.6   24.5   23.2   29.5   36.8   53.2   70.9   71.9   65.0   53.4   47.7   31.7  538.3
   9655  6190   40.8   30.2   32.0   36.7   37.4   50.2   70.0   73.3   67.3   57.5   58.4   44.6  598.3
   9656  6190   37.1   27.1   28.8   32.0   33.7   45.6   65.0   64.5   59.6   50.9   51.6   41.0  536.9
   9663  6190   36.6   27.7   29.0   33.0   37.2   48.8   65.4   62.6   61.6   52.9   53.1   42.5  550.3
   9672  6190   35.6   25.9   29.5   34.2   36.2   49.2   70.5   65.1   63.8   53.2   53.4   41.7  558.1
   9673  6190   36.6   26.2   28.8   32.7   35.8   49.7   73.5   62.3   63.3   53.8   52.9   41.7  557.4
   9703  6190   41.2   31.2   33.6   34.1   32.5   49.4   69.1   59.2   59.1   54.2   58.4   52.9  567.3
   9705  6190   53.7   37.9   34.8   33.6   31.6   46.0   62.8   63.7   57.7   58.2   70.6   60.0  611.1
   9707  6190   39.2   28.2   30.4   29.6   29.8   44.8   63.3   65.5   51.7   52.2   55.9   49.9  546.5
   9710  6190   42.2   29.6   30.7   31.9   30.8   45.1   65.8   63.5   54.0   53.5   59.5   51.4  558.1
   9711  6190   43.2   29.4   30.8   32.7   32.5   49.9   70.2   68.1   53.4   55.4   63.5   54.3  583.4
   9712  6190   39.9   28.7   30.8   31.2   34.3   51.5   68.4   61.1   52.8   58.5   58.5   49.0  564.6
   9713  6190   41.2   30.6   30.5   34.2   34.4   52.0   72.3   66.6   56.9   56.0   60.2   53.2  587.0
   9714  6190   43.9   32.2   32.5   33.8   31.1   49.2   69.5   67.4   53.9   55.2   60.8   54.0  582.5
   9715  6190   51.6   36.0   37.3   38.2   37.5   54.9   79.2   66.3   63.8   63.0   66.2   59.2  653.3
   9716  6190   38.5   27.2   29.1   30.3   29.2   41.8   61.9   59.9   49.9   48.1   53.2   46.4  515.6
   9717  6190   35.6   25.9   28.6   30.8   31.5   47.6   66.1   61.8   52.7   51.7   53.9   45.9  532.0
   9718  6190   37.8   26.7   29.7   30.8   32.7   45.7   66.8   63.5   50.6   51.7   55.3   46.7  538.0
   9720  6190   33.2   23.6   25.5   30.3   29.5   47.7   66.2   66.5   49.5   48.9   52.3   41.9  515.0
   9721  6190   36.0   25.9   26.6   29.6   34.5   43.9   60.2   60.2   55.7   51.9   51.0   42.6  518.1
   9722  6190   33.1   23.4   27.6   29.0   31.8   46.2   66.7   61.0   49.2   51.7   50.1   40.7  510.7
   9723  6190   34.1   24.3   26.2   30.4   32.3   43.1   62.3   57.6   53.8   49.7   49.4   40.1  503.4
   9724  6190   29.7   20.9   21.7   23.7   26.4   36.5   55.3   50.8   45.0   42.2   43.0   35.9  431.1
   9725  6190   35.0   24.8   26.7   29.7   30.1   43.2   67.3   56.7   52.9   50.2   47.8   40.8  505.4
   9726  6190   36.1   25.4   26.3   29.3   30.4   45.4   68.4   62.2   52.2   51.5   52.4   42.0  521.5
   9728  6190   31.2   22.2   23.8   25.8   26.7   38.3   57.1   51.8   45.2   44.0   44.7   37.7  448.4
   9731  6190   29.9   22.6   23.6   28.6   32.1   45.0   66.3   62.4   56.5   49.3   46.7   36.7  499.7
   9732  6190   35.6   24.9   26.3   30.3   32.4   42.7   75.3   57.9   51.9   50.1   50.5   42.8  519.1
   9733  6190   36.4   25.3   26.8   31.9   34.7   46.7   68.1   63.1   58.0   54.9   51.1   42.4  539.4
   9735  6190   33.8   24.4   25.8   27.9   30.2   41.7   61.9   57.2   53.0   47.8   46.8   38.2  488.7
   9738  6190   37.7   26.7   27.6   27.4   28.7   42.4   66.0   55.6   59.1   52.5   50.1   40.6  520.6
   9739  6190   36.1   25.6   27.2   30.1   30.5   39.7   75.5   64.3   54.4   52.7   56.2   43.3  535.6
   9740  6190   34.2   24.5   23.9   28.9   35.1   45.9   77.8   69.9   61.0   54.1   54.2   42.5  552.0
   9744  6190   39.4   27.9   27.0   30.4   32.4   43.2   80.2   66.3   61.2   53.3   55.9   45.5  562.6
   9745  6190   40.3   28.2   30.7   33.8   36.1   48.1   69.5   68.1   62.3   55.5   54.5   43.1  570.2
   9749  6190   33.7   24.6   25.7   29.4   33.1   45.4   69.3   66.7   58.3   49.7   50.4   41.1  527.2
   9751  6190   34.0   24.0   26.0   29.0   33.0   45.0   76.0   66.0   59.0   48.0   49.0   39.0  528.0
   9752  6190   37.9   26.9   27.9   29.0   32.7   44.8   75.1   64.8   59.2   50.3   52.2   43.4  544.4
   9753  6190   37.2   25.3   28.9   28.0   31.8   43.9   71.3   67.3   57.4   49.3   51.1   43.0  534.5
   9754  6190   45.5   33.1   34.9   35.1   37.5   47.6   73.8   70.6   62.6   54.8   57.6   49.4  602.5
   9755  6190   40.7   25.9   28.2   29.0   33.0   44.8   75.1   73.3   58.8   52.0   55.3   45.2  561.3
   9759  6190   38.8   28.9   28.5   30.3   32.2   42.5   70.4   71.3   59.9   49.0   53.9   45.1  550.7
   9765  6190   37.8   26.2   27.9   30.9   32.9   44.1   72.5   65.5   58.2   52.8   54.6   45.3  548.8
   9804  6190   42.5   30.7   31.7   35.8   31.0   42.8   62.2   65.3   54.6   52.4   64.0   55.5  568.5
   9806  6190   39.7   26.7   27.5   29.1   28.8   37.4   53.1   59.2   51.5   49.3   58.4   46.1  507.0
   9808  6190   51.4   35.4   36.1   36.0   29.9   46.0   69.5   70.4   58.3   56.7   70.4   62.5  622.7
   9812  6190   45.7   31.6   32.5   35.4   33.6   49.5   75.9   70.5   60.6   59.2   67.5   55.9  617.8
   9813  6190   48.7   34.0   34.0   34.9   33.7   49.7   75.4   67.7   62.1   59.8   68.2   59.1  627.2
   9814  6190   46.0   31.9   32.5   35.3   33.4   48.2   72.2   69.6   59.7   57.8   66.6   55.7  608.9
   9815  6190   40.3   28.6   29.3   31.6   30.2   44.2   65.9   64.0   56.1   52.1   59.6   50.9  552.7
   9817  6190   38.2   25.5   25.5   28.5   28.2   33.7   58.2   63.0   52.2   48.0   56.8   43.4  501.1
   9818  6190   40.9   27.9   28.2   32.6   31.2   46.5   69.3   63.2   55.7   53.7   64.7   50.2  562.5
   9821  6190   38.9   26.9   26.4   30.3   30.3   45.3   71.9   65.8   54.5   50.1   53.0   45.9  539.3
   9822  6190   35.7   26.3   25.4   28.9   26.4   39.7   65.6   56.3   49.2   48.6   49.8   42.4  496.9
   9824  6190   39.6   27.9   28.2   30.6   28.4   43.3   72.8   62.5   53.9   50.9   58.8   48.3  545.2
   9825  6190   36.4   24.9   26.4   30.4   28.1   41.5   66.3   64.3   51.8   50.6   53.1   46.2  520.1
   9826  6190   39.9   27.5   28.5   32.2   28.4   41.9   77.3   65.6   54.3   51.7   57.3   48.4  553.0
   9829  6190   39.9   24.8   24.5   30.3   28.4   36.1   60.0   60.6   55.7   51.3   53.7   48.2  518.1
   9830  6190   39.2   27.4   27.4   30.5   29.0   42.3   82.0   61.0   58.5   53.5   56.0   46.4  553.3
   9831  6190   39.4   27.9   28.7   32.5   30.5   44.7   76.9   65.1   54.1   51.9   57.4   49.4  558.5
   9833  6190   37.9   25.6   26.5   31.1   29.2   39.0   67.0   59.5   58.8   50.8   55.3   46.1  535.4
   9840  6190   44.2   31.0   32.1   33.1   32.7   45.2   78.1   65.5   64.3   54.5   65.1   53.3  598.9
   9841  6190   39.9   26.8   26.7   30.1   30.9   42.4   73.6   65.6   62.5   55.0   58.7   47.4  559.5
   9844  6190   37.0   24.9   26.0   27.7   33.0   44.7   81.4   70.9   61.6   50.9   56.5   44.4  562.2
   9846  6190   51.5   35.0   33.7   36.1   33.4   48.1   77.2   70.9   68.7   56.1   70.4   60.7  637.3
   9849  6190   39.6   27.6   27.7   30.8   30.4   40.0   69.1   63.2   58.5   51.4   57.7   48.3  544.3
   9850  6190   48.6   33.6   31.7   38.3   34.4   40.8   74.0   70.0   72.9   61.6   71.7   61.3  638.9
   9851  6190   44.1   31.1   31.0   34.4   34.1   42.8   75.8   69.6   66.1   57.0   65.7   54.6  606.3
   9856  6190   44.4   31.3   31.7   34.8   36.2   48.6   82.8   76.2   66.3   58.2   64.1   52.6  627.2
   9857  6190   44.1   29.5   30.8   31.8   32.8   43.3   74.0   74.0   60.9   54.7   62.9   53.8  592.4
   9859  6190   42.0   31.5   30.1   33.4   32.2   39.9   71.0   67.7   65.1   54.2   64.5   53.6  585.3
   9861  6190   43.2   31.5   32.2   33.9   31.1   45.4   65.8   65.0   55.6   53.6   62.5   53.7  573.5
   9862  6190   42.6   30.6   31.1   34.3   32.0   46.9   73.2   68.9   60.9   56.0   60.7   53.5  590.7
   9871  6190   41.7   27.9   29.0   31.9   30.8   42.0   66.0   66.6   58.6   53.8   60.5   49.7  558.4
   9872  6190   38.0   28.0   28.0   31.0   30.0   42.0   68.0   62.0   56.0   51.0   56.0   46.0  537.0
   9927  6190   35.3   24.3   22.7   25.1   22.9   28.0   46.8   52.0   54.0   47.2   48.9   39.6  446.9
   9945  6190   27.5   22.2   23.0   27.6   25.8   31.1   51.7   50.0   53.4   47.6   51.3   34.0  445.0
   9971  6190   44.7   31.0   30.9   35.0   32.5   41.6   73.2   68.1   67.2   57.7   66.0   54.5  602.4
  10204  6190   52.5   37.7   44.6   46.0   56.3   74.0   88.2   84.0   87.7   82.8   77.9   56.8  788.6
  10205  6190   54.3   38.5   45.5   47.4   58.6   77.7   86.4   86.5   90.9   83.9   79.9   58.4  807.7
  10211  6190   54.0   37.0   44.0   51.0   61.0   81.0  101.0   92.0   92.0   81.0   75.0   57.0  828.0
  10219  6190   60.2   44.0   51.0   55.8   63.8   79.6   91.4   90.9   92.9   93.0   88.1   67.4  878.1
  10220  6190   53.2   38.8   46.6   48.2   59.4   77.4   88.4   83.9   89.7   85.5   81.0   59.9  812.2
  10221  6190   57.8   43.1   51.3   53.2   61.4   82.4   89.2   85.8   92.9   92.7   89.2   66.6  865.7
  10224  6190   48.3   35.0   42.9   45.7   59.6   76.0   86.6   79.3   85.0   78.4   71.8   52.4  761.0
  10240  6190   45.5   34.4   39.2   44.5   57.6   76.1   89.3   78.4   88.4   73.9   68.1   51.6  747.0
  10244  6190   41.5   31.1   34.7   41.5   48.6   67.2   79.6   69.2   73.6   63.8   55.7   43.7  650.2
  10246  6190   39.3   29.0   30.9   39.3   49.4   67.0   77.6   67.9   77.0   61.0   57.5   42.2  638.2
  10247  6190   48.5   35.0   38.2   43.5   55.0   72.2  101.2   78.3   84.6   69.5   59.4   55.3  740.8
  10254  6190   41.1   29.0   31.8   38.6   57.0   67.9   80.0   69.7   80.6   68.1   59.7   43.9  665.1
  10271  6190   62.9   45.7   52.7   59.4   73.2   94.8  109.4  100.0  107.9  100.4   92.3   69.1  967.6
  10305  6190   41.4   29.4   34.5   38.5   49.1   63.4   79.3   76.1   74.7   67.9   66.7   45.9  666.8
  10308  6190   45.4   33.0   38.0   41.0   50.5   66.3   78.4   81.2   80.1   69.7   67.8   48.7  699.9
  10309  6190   41.7   29.4   34.6   39.3   48.2   68.0   79.9   80.2   75.6   65.2   62.3   47.0  671.3
  10310  6190   40.5   28.7   33.5   37.0   44.1   61.3   72.4   71.3   69.5   61.9   59.4   44.4  623.9
  10320  6190   44.7   30.1   37.2   41.0   54.2   73.4   86.5   76.5   80.7   74.1   67.3   48.7  714.6
  10322  6190   56.7   40.0   45.7   48.2   55.4   79.4   92.4   84.5   90.2   84.0   78.9   60.8  816.1
  10324  6190   44.5   32.0   37.8   41.7   53.0   71.5   86.5   75.3   81.3   72.3   67.9   49.3  713.1
  10326  6190   40.5   30.1   34.4   40.2   47.7   68.7   85.9   69.6   74.0   70.7   63.8   45.1  670.6
